,answers_id,score,comments
2278,3ac0c67f6fbf4dccb3408823ac9bcb7a,0,1
2279,7a0a05f28adf445e816fc7bb09675faa,1,1
2280,a2a480d0ca534be3b3333601b160801c,0,4
2281,e3a40005e7a14d06a2eb4a340c029da8,5,3
2282,323c2efc3d3c4fa1a0dacc6fab87b3da,1,1
2283,35534a0c2ddf4aae857234cc2e1e71bd,4,4
2284,0ba052a5a3f64febbdb442337f6233d6,0,1
2285,1d8849e7e32c49029a928a74338e0be2,1,1
2286,dad9be0507b0487aa2d0e376e16cfeac,0,1
2287,a0eb67e324284e3f99008b82102abc43,2,2
2288,8ed60fad549f489eb04545ca435fbd27,1,1
2289,a9f64548dbed49bdbb2113b7611a1933,3,2
2290,f486d6d651414c3fb3d616dfe944dc29,5,4
2291,1b76089cb46d4e0d96a5cf834728811b,0,1
2292,8cdf0cb46610406bbc1cf1f4eaa85094,0,8
2293,970ded1aa58e4ff0a5f1ba3fa002ed02,1,2
2294,d20dd11f585741a7aef56d353e29eeeb,0,1
2295,7167bc8e3f9846da913c6c205a9f5435,0,4
2296,466a2a32a0154de4805053805bf4c135,0,1
2297,989344c068da454ca590b9c39fabb25a,0,2
2298,8eace19dd7dd4144bea9a35448e7e00b,0,1
2299,dd37059df1a449cbbb262d2cf6dcfe4d,0,2
2300,be8a83778a264f69bb9dd791505998ed,0,2
2301,447852e7917a4f9989db640d4ab8c29f,2,1
2302,5c2b909e2e83402fbc8ea121f14b91eb,0,1
2303,10832686ca5f4c9ea97bcc997e41efa5,1,1
2304,6c67f6af1f974de99e02d05c98f92930,1,4
2305,7fc4f9ac2c3a46b6bc30719478fa048c,7,2
2306,8fad58163cb843629bdffca591038920,0,2
2307,75564ca9b6084f4393e5c963bf9222ee,2,1
2308,c6500ee9013b4f7ca8a47f57c326f841,1,1
2309,d6b421e91cd04014b8a53ec2df048ba4,2,1
2310,9d979a8849464498bb121efe292b2892,1,1
2311,6534008c2c4441209af45402264013e5,0,1
2312,6cc03bee42f34722868a4860ad08bb21,2,1
2313,ffea6b99a6594b09b21a71cc3e9fa4a9,0,1
2314,5e0ec5d55b244521847d4e6110f4d72d,1,2
2315,559b3ad63201426582d86a2a800d253f,1,1
2316,dbcf1435b66249c3aa2d96075b619e93,2,3
2317,fecc09d9b9cb4dac8c4374b5c8b1c079,1,7
2318,722388d7c72444b081eb1a78f81b73c1,1,2
2319,c1c737bcdbfe4fb2a78914dfc3b8e8fd,0,1
2320,fb04153e171c4ca3a643f4fcbd6ef015,0,1
2321,080c24f35c9c41f7a4e65335a528dea7,0,1
2322,57db2161383e4ffd87a02f42040dfe0c,0,1
2323,a950e9c2e27c49a4b4235d9d8d234fd3,2,2
2324,2a950432080446d38a17ce59782e1421,0,1
2325,7465c37e1707456ea43221be3a5b6624,3,4
2326,35d3ef802bae484d933d42826cff43a5,0,1
2327,81cbe47575e8496ea0ae73a5a4c32538,0,2
2328,a2eab0c5a9214aa1853c61131f8d54e9,0,1
2329,7dd44589775d4040aa36eced051c8846,0,1
2330,6210e3de5a5e4deda9c1a3bc4a9a17da,1,2
2331,42eeee4705184e4591b6845611920e69,0,1
2332,46df846ca62b494d84a802b377cb9d1d,0,1
2333,5709928265994dc18594cb049e86ee66,1,1
2334,0f0a3a2fbc54439eb3e3cfd6ab41017e,1,1
2335,786b90816b7e456b9b2de89b8c4721a9,0,2
2336,b839ac4003684a20a473d8b467df05ae,3,4
2337,b43b426b36ea4d2081f52d900f50b1f9,1,2
2338,d3401108c7264dc29463a672b4a464b1,0,2
2339,05c239f00d5545e7b23cb47a0b87a26c,2,2
2340,710565626b4849939f8c8f481db85ef6,0,1
2341,145d8eb4a5d54c0d952a6319dd4fb0ca,1,1
2342,a08cb8d40e0744619c6a5ffcd9ed5cae,3,1
2343,e1f97219360e4e9da05d9803378dddc1,1,1
2344,20395f5658084d9d811f91f41c829978,2,1
2345,059daa6e2ffc46c8a1f5a127714decb0,3,1
2346,197dd37a455c4c568b6ee1d7dda8e3b6,0,1
2347,459cdd9bb9f64606ab92eeec7bfc5948,1,1
2348,6c9f2809e09142f78899745043479010,0,1
2349,4c3d3654b5d14665ad076b99a077db09,0,1
2350,c606ae6740ce4736a2eeed9be073e27b,0,1
2351,58732b00ca704aab91201747fd8ac083,1,1
2352,91c7856ee647433ba6cbe442daaea77a,0,2
2353,a77d23b6216540c6b077d00f4d5a9c1e,5,2
2354,6c3794c5b4ee4f7cb008dcb6e69b3c51,0,1
2355,c86b7f1eeffc4c818955b175d6cfb4fe,4,1
2356,1270c78be6034d299860f3052f9281c8,0,1
2357,ead0b45e26c84b6e9b0f978dc4b265e3,0,3
2358,4bfeb355a3c14850a2ff018ea5412d1b,5,3
2359,97bf27c6bae0479e89bee2c59c302cd7,5,4
2360,4bd901157bb94838930f92474a94f2a9,3,6
2361,2f329220449e4f5f8bc10ef5b2f301f6,2,1
2362,75150f98fddc4b3c85becc991a8afe4f,1,1
2363,4891f6681f824b7d807a07c7ef8bc1ab,1,1
2364,d1a047d03881487ca55d003d85dbd373,1,1
2365,e7742ca8a4da4209b30b8bcf757eebba,0,1
2366,64f4f4d70ff84b74bc547f66407fe526,0,1
2367,9c0caec832c24080ae740760222ba038,0,1
2368,d52f72e6b20648818d29263801b4e529,1,1
2369,6576d7743a8c41b7abc0ee54163ac46c,2,1
2370,f57e9d12bbb341a8b3ef9c012d7fcebf,1,1
2371,f290afd5f9f74d118b80b5525c31e8dc,0,1
2372,09b1b0ca231a4041bd9c21cb5a1c9ee7,1,1
2373,0cbd7e0f917f4820b5529e819e69120e,0,2
2374,089dce8ea31047be9a23b70e8fa1dd63,0,2
2375,980b6ec2d20e4db4819382eb8c647f6d,1,1
2376,1b4800334d6e47648c4f9eaa97c0e058,2,2
2377,8c4a9c2018054dd8a2b0a49e1f0957f1,1,1
2378,a78e9b159ecd423ea18f048dba46a092,0,1
2379,021aa7d3dc2c4c57b7ecb546e9fc42a3,1,1
2380,d141f1e6dfd44a3286e7374ba6f7dee0,1,1
2381,e7980ab09b0845b7916884f19127bd33,1,2
2382,72753c105829463a85015002db6cb339,0,1
2383,3dc8abd6917a4c0596ad03d758b2467c,0,1
2384,f837b3ed582342b7a6815232f1f92e53,2,1
2385,ab43cd0dd2624d1d9748193edcbea87c,2,1
2386,055a8cecac044284915f9132645d45b1,1,2
2387,e59aa6a77bd44163a7af4258be8e4cca,2,1
2388,1b185fbc37d74d7b91751f04de4f3335,2,1
2389,a5dc4f1abd7e44aa8a2fd5bbff7e08f5,0,2
2390,ce0742a50d0441a0a35113e3a3ec1a4d,0,1
2391,7cb82b9512bc44afb626d6f901c2cfff,0,1
2392,6be2fddae87748ceba5767250e6f0d6e,0,1
2393,3e3f41718f5f4942a945e9f6d011a276,1,1
2394,1b6ec70117d04f26ac84468042dca861,1,1
2395,302840e738d44775bb93cdd3d8487f58,2,2
2396,96312d98b28e4eb494da533ba01baff1,0,1
2397,4c97a93fbd284e6a9dcd6aae365b7ae1,1,2
2398,7a6bda114b8a4f869d429a4b6ad4bb25,3,1
2399,1f8a01c25b6842f2996b6e363679a97d,17,2
2400,bec303843e7a45eeb11e68b7c9caa5d6,3,1
2401,d77a161eb46b43a78d08ab3a5bd6ed7b,1,1
2402,2092ea7537b746c085fadedbf2b5ffdb,1,1
2403,07177bc576a14e5898966ed4c8170f84,2,1
2404,7a9e447b55044b9b84851162295ae9c0,1,1
2405,85dd77e8adf64452bd0899fa07d43492,1,1
2406,b212636db59648f1a5c2a1ad5d3cba90,1,1
2407,8b1d42b19d7f4742ad05481381927939,0,2
2408,6527ad81fb254a80a740c19ee8211f73,0,1
2409,21f84994d2b842df83eb2809d17feb5f,0,2
2410,b81e1c67f99d46659dcbe4043e7da895,1,3
2411,41552611a2774246b4acd29b7ead90c0,1,1
2412,ebc7f18843484477958952efc178c75a,3,1
2413,44ff8a38157340e08506371525bbdad2,4,4
2414,d5895f2d7e5e43bf9c5091612869bde9,2,1
2415,1f108e3ad3784176bcf841e7cf9bbe97,2,1
2416,b0f1f5810d034f7e8e4c350e885f899c,4,5
2417,0b6f354344124ce79b29a03ced39a490,2,1
2418,dfa115d5a70d4daaa4367856bbb93e30,0,3
2419,05b8028b21e44db195de1a36e950d21b,2,1
2420,550e8e25ab3f42e28684061bbeb13389,3,2
2421,4822e52e06264b89b03938905b45ab81,1,1
2422,42b9014c324e41448ea81b7fa997fe19,0,3
2423,1c72685d77154c0bb0f28dacee0c5adf,0,1
2424,cdbd392951b14cfaa9d11a021cfcb2cf,0,1
2425,c61a2504dfba41f7baa9abcff19c9afe,1,1
2426,59567fa97c6044ca9555c8554fabacd3,1,1
2427,b0347dcf61004f0eb142e4766ca4e323,0,1
2428,6e97b312c83b4427b3bb8f4f13a1f4fe,0,2
2429,68f3f0d497cf47cfb528db7c4bcfe4ea,2,1
2430,87f4ceedfa954165b8ca852397babb86,1,1
2431,15441f7ca1f34b819d9dcd9614194f47,2,1
2432,fb1114881ec04ea0ab64dcaab43e4d31,2,2
2433,07a829c05f974dbc96acd8dabf4806b1,3,1
2434,2c6039567073416db2fe05bf6723b776,2,1
2435,1f4bbd52e73e4267914f602e190286cd,1,1
2436,a62058f036b64572bf484335fb91b9cf,2,2
2437,dc27a3ae566e41fca572bebf1bb1a705,0,2
2438,f2d9b94d29aa483ea29aaf42771bdadb,3,1
2439,27c4b2a13ea7474baae586693276bd1b,2,1
2440,806234adf0ea4b338ea624edbcd245d6,0,1
2441,42de5824dbe14306b2e4a8377811c133,2,2
2442,43364beb206745dfb5d6a61b39795bcc,1,1
2443,1eea067184cc4b36a5f0e2cc72e7fc06,2,1
2444,f0f2cda0e3814ac8b4f211eb7d69b315,2,2
2445,ea8a21b2f8e44fa8b4739cdee5c682f7,1,1
2446,7882b2a1783940e2abf1c425b398ff31,0,1
2447,fcc65a8b85454cc6b5527fcb6b1b8845,2,1
2448,9eae59629b594be79083ba7e67a81b2b,1,2
2449,9805929ce0f24552b40e392c37bcf783,2,2
2450,ee610e2d4e0444aa96efe46af002d8da,0,2
2451,0bb4b02361ff47019ca82a1362ef4a40,0,1
2452,0b32bc24a7b84f609632934a88f7a518,2,1
2453,1afbb7f88d7e4733bedf287d4a61867a,3,2
2454,c60bb237b6da4c93a2eece1f3773d79e,1,1
2455,a7324088d21047b5801ccd52686dd336,0,1
2456,153a7f93d6654552817f1229a07a21bf,1,3
2457,9a04acc4ac0f4bd091f140d652260f91,1,1
2458,01a663b929b849c1983621fe1b586c91,0,1
2459,9976c4c5d0d34035929d11610e8525dc,1,1
2460,ff76d1decf8e4b6e8028f18a50cac471,0,1
2461,bb68cf8190004998a7b50bde50af076f,2,1
2462,3d9e0f4e2d334c3ea3ea01de1dced412,1,1
2463,7c210ec5c4964ad4a16592e39f58d9d6,0,1
2464,6729370a4e114f04b74980273bee1331,0,1
2465,dc9f9523447b43f3be178f58b9857a43,2,1
2466,d3ff0846ebc847d68916a5063b9665c0,1,1
2467,dfa3e62437d3438dbf719c4e4c2e9ec7,1,1
2468,ce3f3106f2fd45d8abb3312d8bad6fc3,0,4
2469,fe1ecf7228ea4d6ca7fd39bfde182a28,2,2
2470,59406689433f44269735da268389ad85,0,1
2471,c877088a15a246c29bbfe9d1eb59e13a,1,1
2472,6bfeb642de3d40f89d1d9798a5ebab45,1,1
2473,9f07e0b9bd464f698eea3aaebd9c9954,0,1
2474,f5777dad94084d63b28106110c09552a,2,5
2475,027005136c164646939e815ca17b8ed2,1,1
2476,d76a0ac4eb41444087580038ee864239,18,1
2477,2220be0e785048cfa211a99f0dd461d8,0,1
2478,c40d8156fd88483f9c9617e1e5551acb,0,2
2479,ab31437c053c4137a3d88f768a30b548,2,2
2480,a2dd0bdb20b2499db76d036655027f5d,0,1
2481,394949c886df427588c473b7f654a0c4,0,1
2482,7eb3939353394b2fa2fe775e1040e06c,0,1
2483,7068e06f182c4b00a4a60c3815348d4b,0,1
2484,d49c9cae008e434289b140fa4ca47ef1,1,3
2485,5a488b9f2a3c4c068c343a883a73cad0,1,1
2486,c14f90c3ff584a56b4245c71a66e493a,1,1
2487,5550a89e0ec2453c990aa2aefcb9d004,1,2
2488,27b128d41c9d4229ac089bb78f92f88c,2,1
2489,3cd9a83ab5114c7d8156c1d42d8176e2,0,1
2490,a8437077eb404a2a8a21a3564e3dcbf7,1,1
2491,bbc43c05a1ab443ba3b3b9ae59cc41c5,2,1
2492,dc01cce8ff1c47babe4d2787f21226ba,1,1
2493,6fa3b0acae9a4fd8b408d8cfd42fefaa,0,2
2494,57633259248b4050a7e5e1e5a983ead9,1,2
2495,f2b8cf18d7674c30bc73afd591d0527b,1,1
2496,434a349ba49544949d1533584dac290f,0,2
2497,36ba0132e4a64d4fa2b608e13a8633de,0,1
2498,1cca452fc9be41b2a38308d915e6502d,0,1
2499,547db77267cd4780ac81bc98d0e5ddc0,1,1
2500,cb2d55bdf6934da0b90d6ad04a6ce54e,0,1
2501,37a825d835524b38903d20d24a12a649,0,1
2502,47ca0c6145ef4ce082d218ea4f92e045,1,1
2503,1be5c10a8f5e490eacf9bc6cb87e4df1,0,1
2504,fef57d8a47fc47f8abf77b28b286b74d,2,2
2505,a651058d7e8f40c282a39d9f54190a3f,0,2
2506,5f74f4bfdea247008f6e805dba7b38b5,1,1
2507,9fd0f22218264340b069baa702a7c2c4,0,1
2508,a42968ef8c274785ad85ed912ae5aeca,0,1
2509,32bb403071ca422fa22611c5b47eacf0,0,1
2510,cf45f739f6a043119a0614a73d89bace,5,1
2511,885e2fdf2bf24de098d02204e31a1da8,0,1
2512,168cfcf6eb4d4d98830895ce4878bfcf,1,1
2513,f16eda0cd2cd48e2b1fdad86d76651b6,0,1
2514,b01d99a24949439c85082314c3c00cd1,0,1
2515,311391b6a82544d8bf11b9c99549c1c1,1,1
2516,8144ef2586d748be922a06e9059e58d4,2,2
2517,c0b6d37e4c49417f98737218b23557ad,2,4
2518,b04bbe15ffe9456790548dbfd0b3187c,0,1
2519,5550e7da49684ef1bde3e92647e29383,0,1
2520,a8a51e88c5704fbf83eabfaa9435c9ac,0,2
2521,80664369cef14e7db8c3e8e6656ed441,1,1
2522,782c60c8758542e2bdab8afdc7630dcb,4,1
2523,194f864a3f684bd2afd0ce188aedb23b,1,2
2524,4fcb9d4d9f4e4e32ad6c6d9485d36c9c,1,2
2525,b33dd49da79f4f9da67edd9b87f7ae99,0,2
2526,23f6d0b519054e2e8bf48687ce05fa73,2,2
2527,6c299342aa9f457fab00a28bafe5e822,1,5
2528,17ee013f4c8945aeae069f685c9a3d98,1,2
2529,4f7f7b13d15f4eea9365b3a0b1d5ec5f,0,1
2530,afb5cfb9ce3f42e2917caf3f26842ca0,1,2
2531,f307046fd22a4c479b9aaeacb04e58fa,0,1
2532,813e2d40b1a74cb2a2e5bded77b56bb7,1,1
2533,f6c8b25079eb4121810644fd6483ad62,1,4
2534,25835d6eaea241efad5f598d9d9dfe50,1,1
2535,4c6d980cb51e4f9589774b6c655b50a4,0,4
2536,7509b6462e2c4f17825e77470e1c4d47,1,3
2537,ce2f47d5e62e45eba3386c714728b575,3,1
2538,ee08f00be0b84286848bca0bf744dfa9,1,1
2539,db43a0ead25347c2a1e2a3875af4a962,1,1
2540,7b1642f9f29244eb8ac858c55ccc4750,0,1
2541,a92aa654e9e643059ab467ee5cb6aab0,0,1
2542,6a3fa6773db74cf098b88290c4cc3fef,1,4
2543,fe9415fb03c64099aa080b857634f795,3,4
2544,68a277dcb4bf4c3b9a3774e16400c5c6,0,2
2545,81a6f92c2edc4fac920dcf23beb9c838,3,1
2546,ff83448878594a96a0395c03c6cf2a3d,1,1
2547,11c3e2f902e5422f8943b83e63e14442,2,1
2548,c6fd06cf931e4f8a8ed1b2c5975cacf7,2,1
2549,85f96be4fbbd40debdba2aafeb043eac,0,1
2550,fb3674ba521d44faa9351fa7f9642655,0,2
2551,1864dc07c4924f489b11117c0e8a2e9c,0,1
2552,cb353c4103f54d41ab72e678e22f6e87,1,2
2553,d0b66122b54b43bba6fcc7d5a63a948e,1,1
2554,160147fa6c574a70a9f817057fc3e179,0,1
2555,f0314b468a3d4dfb83988a2f49ca3d4f,0,1
2556,894a3b9d8f7b4e53ae01cd2ff73af847,1,2
2557,91dfb512eba74320b5555b4129e85c27,1,2
2558,46dd66656cd346ec85dc61c7fdc0eec2,0,1
2559,5e623b7ab30c456db29fe5808f937f77,1,1
2560,60090fb7add64a35b475365834e0a6a0,1,1
2561,cdef159a297c456d93647b25845cc179,6,5
2562,057d476f7e2840b78c80327154655901,1,2
2563,3a716e34983547a4862354a1ffc6ddd0,0,1
2564,3d0466a37a7447ae9affc8b9d7d04d9c,1,1
2565,be1be43c35c344dc9bd2bb513ff15bea,0,1
2566,9a86454950874d1187bc5c9a7e08d611,0,1
2567,6f1fec8eb31f47de9185e72d20caf082,0,1
2568,417ed1e843d0429c82c3edf29d722003,0,1
2569,8079917e346b424a8b33ea1f217f5d03,1,1
2570,bef5147cb1034930a9005eb94121ce1a,1,1
2571,5a63c11378c84972b9eeafd0d3e4a36f,2,1
2572,000c7b951e904453a0042df5b3b65b58,1,1
2573,a95b5faecd994c4d87d2b12d9c426b8d,2,1
2574,c7733a915118451ca4d8d3d64feb2a59,1,1
2575,617ec9d360c944ff8acaaba3ae04bedb,0,1
2576,44be6e437c474edb92cf09e91a88da56,0,1
2577,54e67b671fdc4d7f920abbe267e54028,0,1
2578,dd306b88c8f248ec97f869c43fedf98f,0,2
2579,919e34fd955541d0949652b0a6ec6ca0,1,1
2580,694e06416fbc478fb0b8efef2f02c293,2,1
2581,9a4b715f274848949192a58f433d0b45,2,1
2582,77b979730e1a410287c42d8f9af54af5,1,4
2583,485dd54a29b042a09b0bed6eee64ad4e,0,1
2584,010cd040f8ca43b8b7ba3797712fc5f1,1,1
2585,18ff3671751c4a9c81db53704761357e,1,1
2586,0d3f48651eed4dae844d4c8264890db4,1,1
2587,203e603835644e8d8d9c9764993af18f,0,1
2588,42a22b1b2a8747a3a71b3e12f068a836,0,1
2589,af19bdbd80f9419c9657b562adc3d1ab,0,1
2590,160c21deece54c29a02a42034350457d,0,1
2591,51ff081d91824b6a9566cd5f359ef11d,0,1
2592,571d7fc129324e29a12e6f16689b2078,0,1
2593,66172aaca725498c8042546576b7f31c,1,1
2594,e55a939cfa4e456692594447360283e8,1,1
2595,29d14ead35a94f35a343532d7cb49087,0,1
2596,ab087c5a187e49f08727981ed89716af,1,1
2597,20047ceab9df4724ba75cb99db4719e8,1,1
2598,2c3b5b46e9164accb356ddb34be5fb71,0,1
2599,961b36c5772e412cbfd85ac2605031a8,1,3
2600,eb99cdef7aac42a2934950a523608843,0,1
2601,7f2e0065eb1f47c88f71d9eb1e08106f,0,1
2602,60780faed6c74db79be8071e5bd6e55d,1,1
2603,37b40a1be7324659b7c60b71ce98512a,1,1
2604,1e1409e5bbe74c349c48638f7e3ee11a,0,1
2605,b197fc40b611424595ce47b5071ad355,1,1
2606,066620227fa24b3385adfec8898f3f1c,2,1
2607,54581f795b5c4c2f86d0c19bd72ece6f,2,1
2608,751376dc3dfb47f69cafc778f5000337,1,1
2609,55025eddaaea4e6aaac2640c1807b331,0,1
2610,821a23add0664f97b94fbb266e8f3ee7,0,1
2611,e3ebbbaf586d47059fa207294bea82d8,0,1
2612,2e4809c5c78849a08de9e4041169c62f,1,1
2613,d2144aa1328d44c9b628d8a3bfa165ee,1,2
2614,4b0b47a131794368891c5dad65266c5a,1,2
2615,9cd4253eccd8488b95ae00416ac67cbd,0,1
2616,abfa08efa8004d849a2caa80b7e3b826,2,2
2617,434b593272f24b72a593e2fa38f47d33,1,1
2618,d63971f91159435ea9cc043680313900,1,2
2619,d9e1466f17d34f0499b96552565cad8c,3,2
2620,290a7639948b4f019d0c185672f11a64,0,1
2621,99ca11106ffa4539b30b97e50d07b422,1,2
2622,f86cab1b9ff94871ba7e86c803e1bf75,1,2
2623,28561fe7269f4957befa5420fd30bf8a,2,2
2624,af776813203b4af1bc94609da6c8aaa9,0,1
2625,2d639e6172d54884863f987d4e64b193,2,1
2626,c93387712f4d4c9e851fde4c06fc5e0a,2,1
2627,2d1648f461e3437fac063cdd6d7a00e1,0,1
2628,9cfc3ebcf71742d8ac8973bf7706e916,2,1
2629,e53170e2851e4884b90f708e8d26b7af,0,1
2630,5b069bfc1aef4b75a6a1dfad3275d52b,2,1
2631,3e6769d214ae42879f4e4ff85ce5e467,3,1
2632,de26407b09b54b3ba019ba710f734522,0,2
2633,7df44e02628243b2b9f9fba6cbad71b6,1,2
2634,bfae76b6c10744a39d5321af667e995c,1,2
2635,932dc578f59440d59d55a3a48b8d1c6f,0,1
2636,b719e5f14f4e480fa7817e2d10ba49d8,0,2
2637,88e5c239e0a54589b03f2829b67e64da,3,2
2638,abeebe85c0d64a0b84d1fe4a038ceac0,0,1
2639,3d0fbfc8cc8c416db75984bbe4b667cf,0,1
2640,0994225385994212880c48f1b9240784,1,1
2641,c32ec7c264624f6497e5f36d57f08950,1,1
2642,1d85d4eb226d4baa92b4e3d80e022cfa,2,1
2643,528d03ef76be4eafb6ff974236fcf174,0,1
2644,5732868a71ec4c4c913436f28743bc67,0,1
2645,b42916c1eac54b09a7d2986df88bdcda,0,1
2646,b26589a103414198bec581087da730bd,1,4
2647,76522729d5b94dd89e3c3b8d60bfa2d4,0,1
2648,91530a713d8c45799f16bebd144ccd34,0,1
2649,1b81a44fb3d142dd8561e2ca21d8c2f1,0,1
2650,24f9c7d626cb4ad09773e13378dc8af0,1,1
2651,148ee393ac38471290608f09c2583b9d,1,1
2652,7b83f33834b849778d3c66bd28d6b7d7,0,1
2653,e87eceafcda14f6895802bec63872b04,0,1
2654,cf5149983f394e149350fd101420602c,0,2
2655,3a816f86ecd741dbbdcbaef5ad120a7d,0,2
2656,d6ce5ca047674d60be850747af30ab80,1,1
2657,ef5ac482ff224e378505a4320961f5bc,0,2
2658,7ccbed097cc840869a590becf2a0f260,0,1
2659,cb38af93ffbf4ec5b586b0f161ebe406,1,2
2660,e19e86cdb3154eb88a731c172ed9be3d,0,1
2661,beea71c1f0824cc78b153f20e925a9a7,0,3
2662,263b5737583b473596d020ca5687fb75,1,1
2663,45171ba657974738bbb9b2be72ebf16c,1,1
2664,eafc1be7d83d4c888d50e162bdea38d3,1,1
2665,85df901ab3b04a91950fc380a36a7e42,0,2
2666,53a97c2059e34265b0ae6a6f982211aa,3,1
2667,c1bd9625493047f08fef825de401e08b,1,1
2668,e2e8af10d94849b8be2d2a963d82179b,2,1
2669,26acb353ad384ace84c6d3f9918a257a,1,1
2670,719a19af98964c719e33f97240b91b31,0,1
2671,32f19d90e9334850bd41c798356de633,1,1
2672,18617dcdc2b74e7db3a1fbc246bd3d8e,0,1
2673,ae4cc2d183074dc296b9b28b14a327b7,0,1
2674,4808e88ec43c4a5fad9e696f7b354826,0,1
2675,a703a15c1851422c81bf833a65e9b3d4,1,1
2676,75ec9300c3c24b88b12d6b5d21ee649f,6,2
2677,03d5e18398c4479c95c8a5c497362a9d,0,1
2678,907f7d6c0866421bb0503bc7a1bad998,1,3
2679,d1b81114f7b8434382ddd4469dc359e2,3,1
2680,c357791103e045158b49d12a7901315b,0,2
2681,f12932e5a259495b9dc58ae8ac5f940b,2,2
2682,d068c4b4cff6443195270a2e69b1342d,1,1
2683,e2c295f941a246d5a65166a0caa5bcec,2,1
2684,54516a3e101145a3b8cb4ddc41c91685,0,1
2685,2af2f4404c5942daa02c581561bc79da,2,2
2686,1a5e909862ff4ebf9d33e411c95a5ca5,0,1
2687,76b7cb07215841058f189a84203c814f,1,1
2688,5d505f7399d641f088c11735bd7c1750,0,1
2689,f7f472a2f896404086df7c9afd7dbc9e,1,1
2690,681c304fb08f4db488e4ee9921d62cbc,0,1
2691,38d45e060aa34c0b98054f8f1cb03faf,1,1
2692,ca4fc80827bf47979b7e9d2e73b9a014,3,6
2693,7378c69de8504cbca7f329abc5808334,0,1
2694,0e50b7fcbedf47bb9773f7ee6fb66491,1,4
2695,b21254b6940b4cb7a7e96c76edf4cb5d,1,3
2696,c497206eaa874f5b80338d2ccc4c7480,1,2
2697,5476e23a039e4406aa7c0eed0eca0d0e,0,1
2698,fb5c37d8b7204072a79f14378500c4ab,4,1
2699,11bd9c950ced481cab658d5f57626105,1,2
2700,596bbc6f0f5e4b26b672b02c58e143e8,0,1
2701,ca8cab10e65f48e38fa27d9130f1ccde,1,1
2702,d8d73cdac66e4c6abf166486f512717f,0,1
2703,6d5859312d7144beb06ee371e0ee3570,3,1
2704,3d8d044b50154adeb4d874a771e581a2,2,1
2705,e42b18c4215a412499c118e84d9e6415,2,2
2706,b69803261bd84797bce68fefc807dbc8,1,1
2707,f094b8c8c8c247f2a6582ce0e32c820a,2,1
2708,19f5a97a77624011a49a706a79c821e3,0,1
2709,4d9b192e254b4f259869cfe933db3894,1,6
2710,63b87823d6e24432b0f5872d17e3533c,0,1
2711,2c9f6f88fd8c4a048178cb0de19a5ab9,1,1
2712,d676ae7e95af4266839c83595e5d9a23,2,1
2713,7973d995c00641578d6e98ac1a02f796,0,1
2714,ce4fc777257c416ab94dd11cde4e0244,1,2
2715,c0068f7aebce41b5b4938238c858a757,4,1
2716,af6cdf11c9d34b0bbc58256a48d04d6f,1,1
2717,df9fbf3a91df4698b4487fa15218a3be,2,1
2718,43fa24e90a0d47878ef5998f21f4cc6d,3,1
2719,55187a5018704b2f93ae66d46030fe79,1,1
2720,eaa595e76a7e4bd79076eefe01e62ee3,1,1
2721,a5addf2f58f0473ba69c9bbd9539c7dd,0,1
2722,5c5db312e1134ad6a46bc6386f4c74d9,1,1
2723,d152abe9fa464c918093b619bb96123a,0,1
2724,53d608954c64477a8d40b829100aa45c,0,1
2725,f3191c0ba7134224b9b9074a7bfbed95,2,3
2726,e0101cbad7cd49f0b21ea8f392583e2c,2,1
2727,704503bd6f404cf9a5c9b69e0456d267,4,2
2728,0e580b39f9f741c4bd15680b4cf84110,2,3
2729,879fb96e9d004faf899bbe7fc54f6d43,2,1
2730,e203e01ecc6a4fb99ef01b772fe7daff,2,1
2731,1f68bdf3b7a5406d8fcb28a372b15972,1,3
2732,4734160a09004aa39b855e941847f06b,1,1
2733,b869a5714aa2496ab15a713d95ca7757,1,2
2734,348f26549c704f28b0a3b044d00dd82c,1,1
2735,0dbaf4e6c1e94704a5ced0d341e7beaf,1,1
2736,190d7976f4e34c67b796d99611a6cc97,0,1
2737,a185679827324dd09cce1cf67fd1c90f,3,1
2738,217d8aa5348646d6b975b0068c429742,2,1
2739,08fea97661964c569891581fa651f0be,2,1
2740,766478adeec84438b9bd4b58c84557ed,1,3
2741,e787d87c71c74518b5a3d701182a38ca,1,2
2742,ab0954ee19c941b4a1cdef1e46ca8fd8,2,5
2743,1b1159e4fd3444f7a2f583a0a07a72ae,1,7
2744,163494f7f2664bef9780fd1ad64e31cc,0,1
2745,359fc58845a244d2a6cfbb8696e0068f,2,4
2746,2918ccefc8a94e338ef615c23f758e0e,0,1
2747,e3395b9c326244c7a9c27c15501e72ee,0,2
2748,1f149d1c4e3541ce86eab493db1119a6,0,1
2749,20cd4e8949074c96b3056a8d08db54c9,0,1
2750,e9a49261a76f4ba3863bc55cac130221,1,1
2751,de93f4b06d6d45d584071720eef1444b,0,1
2752,3f0b9b977ab14ac7aef63875c415fd1c,1,1
2753,34ec14fcd1a641db8986196f8a879daf,0,1
2754,adec1e8505e947a5a0ca999b524ba7c2,2,1
2755,7cbcac657b6144b3b839c66e57c35624,4,2
2756,8b1c42d86d454327af26643cebedbbf5,7,1
2757,892bfa986aa34505a6aaeeec241a5e1f,2,3
2758,1fe6f820a788464db7363ca46c387790,4,1
2759,76a8fbc6a93a4360930d65ccd06af7d9,1,1
